Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
103.78.13.217:53-192.168.1.7:52595-17,192.168.1.7,52595,103.78.13.217,53,17,22/04/2026 14:39:51,53,1.0,1,0,72,0,72.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,72000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,72.0,72.0,72.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,72.0,72.0,0.0,20,0,0,0,0,0,0,1,72,0,0,0,0,1,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:52596-17,192.168.1.7,52596,103.78.13.217,53,17,22/04/2026 14:39:51,53,1.0,1,0,73,0,73.0,73.0,73.0,0.0,0.0,0.0,0.0,0.0,73000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,73.0,73.0,73.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,73.0,73.0,0.0,20,0,0,0,0,0,0,1,73,0,0,0,0,1,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:52597-17,192.168.1.7,52597,103.78.13.217,53,17,22/04/2026 14:39:51,53,1.0,1,0,69,0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,69000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,69.0,69.0,69.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,69.0,69.0,0.0,20,0,0,0,0,0,0,1,69,0,0,0,0,1,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:52599-17,192.168.1.7,52599,103.78.13.217,53,17,22/04/2026 14:39:51,53,1.0,1,0,76,0,76.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,76000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,76.0,76.0,76.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,76.0,76.0,0.0,20,0,0,0,0,0,0,1,76,0,0,0,0,1,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:52598-17,192.168.1.7,52598,103.78.13.217,53,17,22/04/2026 14:39:51,53,1.0,1,0,77,0,77.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,77000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,77.0,77.0,77.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,77.0,77.0,0.0,20,0,0,0,0,0,0,1,77,0,0,0,0,1,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:52600-17,192.168.1.7,52600,103.78.13.217,53,17,22/04/2026 14:39:51,53,1.0,1,0,76,0,76.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,76000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,76.0,76.0,76.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,76.0,76.0,0.0,20,0,0,0,0,0,0,1,76,0,0,0,0,1,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:52601-17,192.168.1.7,52601,103.78.13.217,53,17,22/04/2026 14:39:51,53,1.0,1,0,80,0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,80000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,80.0,80.0,80.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,80.0,80.0,0.0,20,0,0,0,0,0,0,1,80,0,0,0,0,1,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:52935-3.234.199.80:8443-6,192.168.1.7,52935,3.234.199.80,8443,6,22/04/2026 14:39:51,8443,2610518.217086792,3,0,198,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,75.84700949566945,1.1491971135707493,1305259.108543396,696105.3609848022,2001364.4695281982,609153.7475585938,2610518.217086792,1305259.108543396,696105.3609848022,2001364.4695281982,609153.7475585938,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,1.1491971135707493,0.0,66.0,66.0,66.0,0.0,0.0,0,3,0,0,0,0,0,0,0.0,66.0,66.0,0.0,60,0,0,0,0,0,0,3,198,0,0,64240,0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:52936-8.8.8.8:80-6,192.168.1.7,52936,8.8.8.8,80,6,22/04/2026 14:39:51,80,2608712.911605835,3,0,198,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,75.89949784015057,1.149992391517433,1304356.4558029175,698133.8262557983,2002490.2820587158,606222.6295471191,2608712.911605835,1304356.4558029175,698133.8262557983,2002490.2820587158,606222.6295471191,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,1.149992391517433,0.0,66.0,66.0,66.0,0.0,0.0,0,3,0,0,0,0,0,0,0.0,66.0,66.0,0.0,60,0,0,0,0,0,0,3,198,0,0,64240,0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:52937-90.130.70.73:21-6,192.168.1.7,52937,90.130.70.73,21,6,22/04/2026 14:39:51,21,2611655.2352905273,3,0,198,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,75.81398850984785,1.1486967956037553,1305827.6176452637,699725.6278991699,2005553.2455444336,606101.9897460938,2611655.2352905273,1305827.6176452637,699725.6278991699,2005553.2455444336,606101.9897460938,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,1.1486967956037553,0.0,66.0,66.0,66.0,0.0,0.0,0,3,0,0,0,0,0,0,0.0,66.0,66.0,0.0,60,0,0,0,0,0,0,3,198,0,0,64240,0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:54110-216.239.35.8:123-17,192.168.1.7,54110,216.239.35.8,123,17,22/04/2026 14:39:51,123,167543.4112548828,21,21,1890,1890,90.0,90.0,90.0,0.0,90.0,90.0,90.0,0.0,22561.316924898398,250.68129916553772,4086.4246647532395,6463.755938340762,38230.41915893555,347.8527069091797,65871.9539642334,3293.59769821167,2987.467928742562,11471.986770629883,349.0447998046875,83580.01708984375,4179.0008544921875,8141.262562962317,38230.41915893555,347.8527069091797,0,0,0,0,420,420,125.34064958276886,125.34064958276886,90.0,90.0,90.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,90.0,90.0,90.0,420,0,0,0,0,0,0,21,1890,21,1890,0,0,21,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:54111-40.81.94.65:123-17,192.168.1.7,54111,40.81.94.65,123,17,22/04/2026 14:39:52,123,1.0,1,0,106,0,106.0,106.0,106.0,0.0,0.0,0.0,0.0,0.0,106000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,106.0,106.0,106.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,106.0,106.0,0.0,20,0,0,0,0,0,0,1,106,0,0,0,0,1,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:54112-17,192.168.1.7,54112,103.78.13.217,53,17,22/04/2026 14:39:52,53,1.0,1,0,69,0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,69000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,69.0,69.0,69.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,69.0,69.0,0.0,20,0,0,0,0,0,0,1,69,0,0,0,0,1,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:54113-17,192.168.1.7,54113,103.78.13.217,53,17,22/04/2026 14:39:52,53,1.0,1,0,71,0,71.0,71.0,71.0,0.0,0.0,0.0,0.0,0.0,71000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,71.0,71.0,71.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,71.0,71.0,0.0,20,0,0,0,0,0,0,1,71,0,0,0,0,1,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
18.235.15.99:8080-192.168.1.7:52941-6,192.168.1.7,52941,18.235.15.99,8080,6,22/04/2026 14:39:52,8080,2769883.871078491,3,0,198,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,71.48314124913333,1.0830778977141413,1384941.9355392456,757229.4473648071,2142171.3829040527,627712.4881744385,2769883.871078491,1384941.9355392456,757229.4473648071,2142171.3829040527,627712.4881744385,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,1.0830778977141413,0.0,66.0,66.0,66.0,0.0,0.0,0,3,0,0,0,0,0,0,0.0,66.0,66.0,0.0,60,0,0,0,0,0,0,3,198,0,0,64240,0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:54114-17,192.168.1.7,54114,103.78.13.217,53,17,22/04/2026 14:39:52,53,1.0,1,0,67,0,67.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,67000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,67.0,67.0,67.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,67.0,67.0,0.0,20,0,0,0,0,0,0,1,67,0,0,0,0,1,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:54115-17,192.168.1.7,54115,103.78.13.217,53,17,22/04/2026 14:39:52,53,1.0,1,0,87,0,87.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,87000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,87.0,87.0,87.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,87.0,87.0,0.0,20,0,0,0,0,0,0,1,87,0,0,0,0,1,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:54116-17,192.168.1.7,54116,103.78.13.217,53,17,22/04/2026 14:39:52,53,1.0,1,0,69,0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,69000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,69.0,69.0,69.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,69.0,69.0,0.0,20,0,0,0,0,0,0,1,69,0,0,0,0,1,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:52942-3.228.76.52:8443-6,192.168.1.7,52942,3.228.76.52,8443,6,22/04/2026 14:39:52,8443,2910062.789916992,3,0,198,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,68.03976899950253,1.0309055909015534,1455031.394958496,637428.0452728271,2092459.4402313232,817603.349685669,2910062.789916992,1455031.394958496,637428.0452728271,2092459.4402313232,817603.349685669,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,1.0309055909015534,0.0,66.0,66.0,66.0,0.0,0.0,0,3,0,0,0,0,0,0,0.0,66.0,66.0,0.0,60,0,0,0,0,0,0,3,198,0,0,64240,0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:52943-3.234.199.80:8443-6,192.168.1.7,52943,3.234.199.80,8443,6,22/04/2026 14:39:52,8443,2953800.916671753,3,0,198,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,67.03227657708901,1.0156405541983184,1476900.4583358765,637473.9408493042,2114374.3991851807,839426.5174865723,2953800.916671753,1476900.4583358765,637473.9408493042,2114374.3991851807,839426.5174865723,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,1.0156405541983184,0.0,66.0,66.0,66.0,0.0,0.0,0,3,0,0,0,0,0,0,0.0,66.0,66.0,0.0,60,0,0,0,0,0,0,3,198,0,0,64240,0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:52944-3.234.199.80:8443-6,192.168.1.7,52944,3.234.199.80,8443,6,22/04/2026 14:39:52,8443,2953980.6842803955,3,0,198,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,67.02819725723216,1.0155787463216994,1476990.3421401978,638149.619102478,2115139.961242676,838840.7230377197,2953980.6842803955,1476990.3421401978,638149.619102478,2115139.961242676,838840.7230377197,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,1.0155787463216994,0.0,66.0,66.0,66.0,0.0,0.0,0,3,0,0,0,0,0,0,0.0,66.0,66.0,0.0,60,0,0,0,0,0,0,3,198,0,0,64240,0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:50331-17,192.168.1.7,50331,103.78.13.217,53,17,22/04/2026 14:39:52,53,1.0,1,0,72,0,72.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,72000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,72.0,72.0,72.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,72.0,72.0,0.0,20,0,0,0,0,0,0,1,72,0,0,0,0,1,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:52945-90.130.70.73:21-6,192.168.1.7,52945,90.130.70.73,21,6,22/04/2026 14:39:52,21,3385772.943496704,3,0,198,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,58.47999948735864,0.8860605982933127,1692886.471748352,888112.9026412964,2580999.3743896484,804773.5691070557,3385772.943496704,1692886.471748352,888112.9026412964,2580999.3743896484,804773.5691070557,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,0.8860605982933127,0.0,66.0,66.0,66.0,0.0,0.0,0,3,0,0,0,0,0,0,0.0,66.0,66.0,0.0,60,0,0,0,0,0,0,3,198,0,0,64240,0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:50332-17,192.168.1.7,50332,103.78.13.217,53,17,22/04/2026 14:39:52,53,1.0,1,0,79,0,79.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0,79000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,79.0,79.0,79.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,79.0,79.0,0.0,20,0,0,0,0,0,0,1,79,0,0,0,0,1,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:50333-17,192.168.1.7,50333,103.78.13.217,53,17,22/04/2026 14:39:52,53,1.0,1,0,72,0,72.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,72000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,72.0,72.0,72.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,72.0,72.0,0.0,20,0,0,0,0,0,0,1,72,0,0,0,0,1,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:50334-8.8.8.8:123-17,192.168.1.7,50334,8.8.8.8,123,17,22/04/2026 14:39:52,123,2306914.5679473877,6,0,540,0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,234.0788893974835,2.600876548860928,461382.91358947754,200726.4338828062,715043.0679321289,177522.1824645996,2306914.5679473877,461382.91358947754,200726.4338828062,715043.0679321289,177522.1824645996,0.0,0.0,0.0,0.0,0.0,0,0,0,0,120,0,2.600876548860928,0.0,90.0,90.0,90.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,90.0,90.0,0.0,120,0,0,0,0,0,0,6,540,0,0,0,0,6,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:52949-98.84.87.4:8080-6,192.168.1.7,52949,98.84.87.4,8080,6,22/04/2026 14:39:52,8080,3321960.926055908,3,0,198,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,59.60335007163407,0.9030810616914253,1660980.463027954,853147.2682952881,2514127.731323242,807833.194732666,3321960.926055908,1660980.463027954,853147.2682952881,2514127.731323242,807833.194732666,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,0.9030810616914253,0.0,66.0,66.0,66.0,0.0,0.0,0,3,0,0,0,0,0,0,0.0,66.0,66.0,0.0,60,0,0,0,0,0,0,3,198,0,0,64240,0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:50335-17,192.168.1.7,50335,103.78.13.217,53,17,22/04/2026 14:39:52,53,1.0,1,0,72,0,72.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,72000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,72.0,72.0,72.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,72.0,72.0,0.0,20,0,0,0,0,0,0,1,72,0,0,0,0,1,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:52950-3.217.55.179:8080-6,192.168.1.7,52950,3.217.55.179,8080,6,22/04/2026 14:39:52,8080,3328145.980834961,3,0,198,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,59.49258269924987,0.9014027681704526,1664072.9904174805,810266.2563323975,2474339.246749878,853806.734085083,3328145.980834961,1664072.9904174805,810266.2563323975,2474339.246749878,853806.734085083,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,0.9014027681704526,0.0,66.0,66.0,66.0,0.0,0.0,0,3,0,0,0,0,0,0,0.0,66.0,66.0,0.0,60,0,0,0,0,0,0,3,198,0,0,64240,0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:50336-17,192.168.1.7,50336,103.78.13.217,53,17,22/04/2026 14:39:52,53,1.0,1,0,69,0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,69000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,69.0,69.0,69.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,69.0,69.0,0.0,20,0,0,0,0,0,0,1,69,0,0,0,0,1,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:50337-17,192.168.1.7,50337,103.78.13.217,53,17,22/04/2026 14:39:52,53,1.0,1,0,79,0,79.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0,79000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,79.0,79.0,79.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,79.0,79.0,0.0,20,0,0,0,0,0,0,1,79,0,0,0,0,1,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:52951-98.84.87.4:8443-6,192.168.1.7,52951,98.84.87.4,8443,6,22/04/2026 14:39:52,8443,3340206.6230773926,3,0,198,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,59.27777001339487,0.8981480305059829,1670103.3115386963,743611.8125915527,2413715.124130249,926491.4989471436,3340206.6230773926,1670103.3115386963,743611.8125915527,2413715.124130249,926491.4989471436,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,0.8981480305059829,0.0,66.0,66.0,66.0,0.0,0.0,0,3,0,0,0,0,0,0,0.0,66.0,66.0,0.0,60,0,0,0,0,0,0,3,198,0,0,64240,0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:50338-216.239.35.8:123-17,192.168.1.7,50338,216.239.35.8,123,17,22/04/2026 14:39:52,123,49683.0940246582,1,1,298,90,298.0,298.0,298.0,0.0,90.0,90.0,90.0,0.0,7809.497528624764,40.25514190012765,49683.0940246582,0.0,49683.0940246582,49683.0940246582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,20.127570950063824,20.127570950063824,90.0,298.0,194.0,104.0,10816.0,0,0,0,0,0,0,0,0,1.0,194.0,298.0,90.0,20,0,0,0,0,0,0,1,298,1,90,0,0,1,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
18.235.15.99:8080-192.168.1.7:52953-6,192.168.1.7,52953,18.235.15.99,8080,6,22/04/2026 14:39:52,8080,3340548.7537384033,3,0,198,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,59.27169893222438,0.8980560444276421,1670274.3768692017,667067.1701431274,2337341.547012329,1003207.2067260742,3340548.7537384033,1670274.3768692017,667067.1701431274,2337341.547012329,1003207.2067260742,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,0.8980560444276421,0.0,66.0,66.0,66.0,0.0,0.0,0,3,0,0,0,0,0,0,0.0,66.0,66.0,0.0,60,0,0,0,0,0,0,3,198,0,0,64240,0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:50339-17,192.168.1.7,50339,103.78.13.217,53,17,22/04/2026 14:39:52,53,1.0,1,0,71,0,71.0,71.0,71.0,0.0,0.0,0.0,0.0,0.0,71000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,71.0,71.0,71.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,71.0,71.0,0.0,20,0,0,0,0,0,0,1,71,0,0,0,0,1,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:52958-8.8.8.8:80-6,192.168.1.7,52958,8.8.8.8,80,6,22/04/2026 14:39:52,80,3231028.7952423096,3,0,198,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,61.28079090212846,0.9284968318504312,1615514.3976211548,614450.8123397827,2229965.2099609375,1001063.5852813721,3231028.7952423096,1615514.3976211548,614450.8123397827,2229965.2099609375,1001063.5852813721,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,0.9284968318504312,0.0,66.0,66.0,66.0,0.0,0.0,0,3,0,0,0,0,0,0,0.0,66.0,66.0,0.0,60,0,0,0,0,0,0,3,198,0,0,64240,0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
1.1.1.1:53-192.168.1.7:50340-17,192.168.1.7,50340,1.1.1.1,53,17,22/04/2026 14:39:52,53,32343.86444091797,1,1,76,92,76.0,76.0,76.0,0.0,92.0,92.0,92.0,0.0,5194.184520123839,61.835530001474275,32343.86444091797,0.0,32343.86444091797,32343.86444091797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,30.917765000737138,30.917765000737138,76.0,92.0,84.0,8.0,64.0,0,0,0,0,0,0,0,0,1.0,84.0,76.0,92.0,20,0,0,0,0,0,0,1,76,1,92,0,0,1,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:50341-17,192.168.1.7,50341,103.78.13.217,53,17,22/04/2026 14:39:52,53,1.0,1,0,71,0,71.0,71.0,71.0,0.0,0.0,0.0,0.0,0.0,71000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,71.0,71.0,71.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,71.0,71.0,0.0,20,0,0,0,0,0,0,1,71,0,0,0,0,1,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
