Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.1.7:61370-8.8.8.8:53-17,192.168.1.7,61370,8.8.8.8,53,17,22/04/2026 00:00:13,53,21377.8018951416,1,1,70,146,70.0,70.0,70.0,0.0,146.0,146.0,146.0,0.0,10103.938705180393,93.55498801092958,21377.8018951416,0.0,21377.8018951416,21377.8018951416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,46.77749400546479,46.77749400546479,70.0,146.0,108.0,38.0,1444.0,0,0,0,0,0,0,0,0,1.0,108.0,70.0,146.0,20,0,0,0,0,0,0,1,70,1,146,0,0,1,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:57913-8.8.4.4:443-17,192.168.1.7,57913,8.8.4.4,443,17,22/04/2026 00:00:13,443,91866.97006225586,10,11,3688,5378,1292.0,73.0,368.8,468.0050854424555,1292.0,64.0,488.90909090909093,471.221325058706,98686.17625960894,228.59140761656604,4593.348503112793,8802.454870224155,25970.6974029541,256.53839111328125,67254.30488586426,7472.700542873807,10474.348301207485,25970.6974029541,257.73048400878906,69186.92588806152,6918.692588806152,15369.420574778751,50860.88180541992,256.53839111328125,0,0,0,0,200,220,108.85305124598383,119.73835637058222,64.0,1292.0,431.7142857142857,473.50759463483877,224209.4421768708,0,0,0,0,0,0,0,0,1.1,431.7142857142857,368.8,488.90909090909093,200,0,0,0,0,0,0,10,3688,11,5378,0,0,10,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:51683-216.239.38.223:443-17,192.168.1.7,51683,216.239.38.223,443,17,22/04/2026 00:00:13,443,143918.27583312988,10,11,4691,4739,1292.0,73.0,469.1,540.5934609297452,1292.0,69.0,430.8181818181818,462.7535802487733,65523.29747845145,145.91614496791945,7195.913791656494,16048.108547426245,68179.84580993652,263.6909484863281,143918.27583312988,15990.919537014432,21748.045635138446,68839.55001831055,263.6909484863281,120068.31169128418,12006.831169128418,20968.64553896903,68840.74211120605,268.2209014892578,0,0,0,0,200,220,69.48387855615212,76.43226641176734,69.0,1292.0,449.04761904761904,501.69422258036974,251697.09297052157,0,0,0,0,0,0,0,0,1.1,449.04761904761904,469.1,430.8181818181818,200,0,0,0,0,0,0,10,4691,11,4739,0,0,10,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:61441-8.8.8.8:443-17,192.168.1.7,61441,8.8.8.8,443,17,22/04/2026 00:00:36,443,674233.1981658936,15,18,4422,7164,1292.0,73.0,294.8,399.3294713224491,1292.0,64.0,398.0,423.10715742783964,17183.965475917266,48.944489962477974,21069.787442684174,87879.84075861172,507091.2837982178,253.43894958496094,674233.1981658936,48159.51415470669,134428.9309024661,530375.4806518555,255.584716796875,646304.1305541992,38017.89003259996,123487.08061543718,529746.5324401855,253.43894958496094,0,0,0,0,300,360,22.247495437489988,26.696994524987986,64.0,1292.0,351.09090909090907,415.6576653519579,172771.29476584023,0,0,0,0,0,0,0,0,1.2,351.09090909090907,294.8,398.0,300,0,0,0,0,0,0,15,4422,18,7164,0,0,15,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
142.250.156.94:443-192.168.1.7:56004-17,192.168.1.7,56004,142.250.156.94,443,17,22/04/2026 00:00:36,443,799196.9585418701,8,11,3640,5042,1292.0,73.0,455.0,509.8127107085503,1292.0,63.0,458.3636363636364,482.69419506599957,10863.404705443643,23.773864248264136,44399.831030103895,91889.81567744631,270091.7720794678,264.4062042236328,529105.1864624023,75586.45520891462,111022.15823019369,255736.8278503418,264.4062042236328,553726.4347076416,55372.64347076416,98544.37103732013,270400.7625579834,311.85150146484375,0,0,0,0,160,220,10.010048104532267,13.763816143731868,63.0,1292.0,456.94736842105266,494.2966798960243,244329.20775623267,0,0,0,0,0,0,0,0,1.375,456.94736842105266,455.0,458.3636363636364,160,0,0,0,0,0,0,8,3640,11,5042,0,0,8,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:49690-4.213.25.241:443-6,192.168.1.7,49690,4.213.25.241,443,6,22/04/2026 00:00:36,443,46410.08377075195,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,2607.192018822756,43.09408295574803,46410.08377075195,0.0,46410.08377075195,46410.08377075195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,21.547041477874014,21.547041477874014,55.0,66.0,60.5,5.5,30.25,0,0,0,0,2,0,0,0,1.0,60.5,55.0,66.0,20,0,0,0,0,0,0,1,55,1,66,508,7951,1,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
142.250.207.206:443-192.168.1.7:64586-17,192.168.1.7,64586,142.250.207.206,443,17,21/04/2026 23:59:52,443,60142725.229263306,91,102,50413,15237,1292.0,73.0,553.989010989011,556.5933566926634,1292.0,63.0,149.38235294117646,255.69333056695953,1091.5700901437876,3.2090331667593452,313243.3605690797,2474925.792822559,21807489.3951416,251.77001953125,60142725.229263306,668252.50254737,3592591.7772687944,21872755.05065918,257.25364685058594,60097701.78794861,595026.7503757288,3395520.3385509048,21855471.84944153,251.77001953125,0,0,0,0,1820,2040,1.5130674516844582,1.6959657150748872,63.0,1292.0,340.1554404145078,470.5486783955853,221416.05873983196,0,0,0,0,0,0,0,0,1.120879120879121,340.1554404145078,553.989010989011,149.38235294117646,1820,0,0,0,0,0,0,91,50413,102,15237,0,0,91,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:64824-8.8.8.8:53-17,192.168.1.7,64824,8.8.8.8,53,17,22/04/2026 00:01:01,53,25518.417358398438,1,1,79,95,79.0,79.0,79.0,0.0,95.0,95.0,95.0,0.0,6818.604678974512,78.37476642499439,25518.417358398438,0.0,25518.417358398438,25518.417358398438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,39.187383212497195,39.187383212497195,79.0,95.0,87.0,8.0,64.0,0,0,0,0,0,0,0,0,1.0,87.0,79.0,95.0,20,0,0,0,0,0,0,1,79,1,95,0,0,1,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:62301-8.8.8.8:53-17,192.168.1.7,62301,8.8.8.8,53,17,22/04/2026 00:01:30,53,17621.517181396484,1,1,79,161,79.0,79.0,79.0,0.0,161.0,161.0,161.0,0.0,13619.712623460966,113.49760519550804,17621.517181396484,0.0,17621.517181396484,17621.517181396484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,56.74880259775402,56.74880259775402,79.0,161.0,120.0,41.0,1681.0,0,0,0,0,0,0,0,0,1.0,120.0,79.0,161.0,20,0,0,0,0,0,0,1,79,1,161,0,0,1,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:51343-216.239.36.223:443-6,192.168.1.7,51343,216.239.36.223,443,6,22/04/2026 00:03:24,443,6388057.470321655,13,16,2646,3632,741.0,54.0,203.53846153846155,271.0003166006142,1304.0,54.0,227.0,328.60006086426705,982.7713712919816,4.539721211766082,228144.90965434484,377957.83845899795,1010319.709777832,236.74964904785156,6388057.470321655,532338.1225268046,436651.1662077589,1036917.2096252441,333.3091735839844,6359698.77243042,423979.918162028,449626.9200466516,1033776.5216827393,281.0955047607422,0,0,0,0,260,320,2.0350474397572094,2.504673772008873,54.0,1304.0,216.48275862068965,304.3552394352697,92632.11177170035,2,2,0,9,28,0,0,0,1.2307692307692308,216.48275862068965,203.53846153846155,227.0,260,0,0,0,0,0,0,13,2646,16,3632,510,1048,9,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:51344-216.239.38.223:443-6,192.168.1.7,51344,216.239.38.223,443,6,22/04/2026 00:03:25,443,5203962.087631226,11,12,1810,2423,689.0,54.0,164.54545454545453,231.23673962427796,1304.0,54.0,201.91666666666666,341.23781012009135,813.4186853630222,4.419709370032958,236543.7312559648,409111.5734247618,1013614.4161224365,248.90899658203125,5203962.087631226,520396.20876312256,483392.31798448187,1029681.921005249,339.0312194824219,5187432.765960693,471584.7969055176,489538.12195989286,1029300.9281158447,271.5587615966797,0,0,0,0,220,240,2.1137740465375017,2.305935323495456,54.0,1304.0,184.04347826086956,294.4049973377947,86674.30245746693,2,2,0,5,22,0,0,0,1.0909090909090908,184.04347826086956,164.54545454545453,201.91666666666666,220,0,0,0,0,0,0,11,1810,12,2423,512,1050,7,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:0-224.0.0.252:0-2,192.168.1.7,0,224.0.0.252,0,2,21/04/2026 23:59:39,0,117993587.97073364,2,0,92,0,46.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.7797033854315802,0.0169500735963387,117993587.97073364,0.0,117993587.97073364,117993587.97073364,117993587.97073364,117993587.97073364,0.0,117993587.97073364,117993587.97073364,0.0,0.0,0.0,0.0,0.0,0,0,0,0,48,0,0.0169500735963387,0.0,46.0,46.0,46.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,46.0,46.0,0.0,48,0,0,0,0,0,0,2,92,0,0,0,0,2,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:0-224.0.0.251:0-2,192.168.1.7,0,224.0.0.251,0,2,22/04/2026 00:01:41,0,1.0,1,0,46,0,46.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,46000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,0,1000000.0,0.0,46.0,46.0,46.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,46.0,46.0,0.0,24,0,0,0,0,0,0,1,46,0,0,0,0,1,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:51342-216.239.36.223:443-6,192.168.1.7,51342,216.239.36.223,443,6,22/04/2026 00:03:23,443,9404564.142227173,14,20,2818,8081,851.0,54.0,201.28571428571428,282.1193841953713,1304.0,54.0,404.05,488.7114153567523,1158.905382022193,3.615265894921971,284986.7921887022,538288.0950155584,2353012.800216675,256.53839111328125,9404564.142227173,723428.0109405518,667601.8660067769,2381299.7341156006,324.48768615722656,9379047.155380249,493634.0608094868,641657.8415005655,2353012.800216675,276.32713317871094,0,0,0,0,280,400,1.488638897909047,2.126626997012924,54.0,1304.0,320.55882352941177,428.0474266725229,183224.59948096884,2,2,0,11,33,0,0,0,1.4285714285714286,320.55882352941177,201.28571428571428,404.05,280,0,0,0,0,0,0,14,2818,20,8081,512,1047,10,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:62560-8.8.8.8:443-17,192.168.1.7,62560,8.8.8.8,443,17,22/04/2026 00:01:52,443,113733.29162597656,15,19,4431,7179,1292.0,73.0,295.4,399.17695324254385,1292.0,64.0,377.8421052631579,416.63656548703335,102080.92840731858,298.9450099783662,3446.4633826053505,6754.317668672435,26211.73858642578,254.3926239013672,113733.29162597656,8123.806544712611,12446.84813470469,43213.605880737305,257.0152282714844,93456.26831054688,5192.014906141493,9034.349820709262,32333.3740234375,254.3926239013672,0,0,0,0,300,380,131.8875044022204,167.05750557614584,64.0,1292.0,341.47058823529414,411.0689247555135,168977.660899654,0,0,0,0,0,0,0,0,1.2666666666666666,341.47058823529414,295.4,377.8421052631579,300,0,0,0,0,0,0,15,4431,19,7179,0,0,15,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
142.250.156.94:443-192.168.1.7:65477-17,192.168.1.7,65477,142.250.156.94,443,17,22/04/2026 00:01:52,443,789785.3851318359,13,19,5255,5576,1292.0,73.0,404.2307692307692,461.9195990389793,1292.0,63.0,293.4736842105263,413.846191670421,13713.852147557809,40.51733623135905,25476.947907478578,67868.67604602645,249620.1992034912,250.5779266357422,579350.9483337402,48279.245694478355,93136.15720904431,257972.00202941895,250.5779266357422,539568.1858062744,29976.0103225708,74890.72560179578,248978.1379699707,251.29318237304688,0,0,0,0,260,380,16.460167843989616,24.057168387369437,63.0,1292.0,338.46875,437.41420475727296,191331.1865234375,0,0,0,0,0,0,0,0,1.4615384615384615,338.46875,404.2307692307692,293.4736842105263,260,0,0,0,0,0,0,13,5255,19,5576,0,0,13,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:65478-239.255.255.250:1900-17,192.168.1.7,65478,239.255.255.250,1900,17,22/04/2026 00:02:03,1900,3020073.652267456,4,0,848,0,212.0,212.0,212.0,0.0,0.0,0.0,0.0,0.0,280.78785408538823,1.324471009836737,1006691.2174224854,5821.115759780003,1014647.4838256836,1000882.3871612549,3020073.652267456,1006691.2174224854,5821.115759780003,1014647.4838256836,1000882.3871612549,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,0,1.324471009836737,0.0,212.0,212.0,212.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,212.0,212.0,0.0,80,0,0,0,0,0,0,4,848,0,0,0,0,4,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:51338-72.153.5.60:443-6,192.168.1.7,51338,72.153.5.60,443,6,22/04/2026 00:02:19,443,110086561.67984009,14,11,2083,3691,710.0,54.0,148.78571428571428,171.48018568229003,1304.0,54.0,335.54545454545456,459.2662851344055,52.44963519518641,0.2270940214547385,4586940.069993337,21671994.024391923,108521005.39207458,294.68536376953125,110086561.67984009,8468197.05229539,28883029.537662294,108521005.39207458,294.68536376953125,109842498.30245972,10984249.830245972,32611064.778453704,108816773.41461182,499.48692321777344,0,0,0,0,280,220,0.12717265201465358,0.09992136944008495,54.0,1304.0,230.96,343.3198485377739,117868.51840000002,2,2,0,11,24,0,0,0,0.7857142857142857,230.96,148.78571428571428,335.54545454545456,280,0,0,0,0,0,0,14,2083,11,3691,510,16386,10,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:51982-8.8.8.8:53-17,192.168.1.7,51982,8.8.8.8,53,17,22/04/2026 00:02:19,53,21896.839141845703,1,1,97,113,97.0,97.0,97.0,0.0,113.0,113.0,113.0,0.0,9590.425295616385,91.3373837677751,21896.839141845703,0.0,21896.839141845703,21896.839141845703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,45.66869188388755,45.66869188388755,97.0,113.0,105.0,8.0,64.0,0,0,0,0,0,0,0,0,1.0,105.0,97.0,113.0,20,0,0,0,0,0,0,1,97,1,113,0,0,1,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
142.251.220.14:443-192.168.1.7:57800-17,192.168.1.7,57800,142.251.220.14,443,17,22/04/2026 00:01:52,443,60175418.37692261,97,115,52538,16375,1292.0,73.0,541.6288659793814,540.3345530963646,1292.0,63.0,142.3913043478261,242.95688276092812,1145.2018425255897,3.5230332537463904,285191.55628873274,2363554.5324769095,21820519.44732666,248.19374084472656,60109593.868255615,626141.6027943293,3484821.4075094485,21884458.780288696,255.34629821777344,60132292.50907898,527476.2500796402,3203054.072401008,21861296.41532898,248.19374084472656,0,0,0,0,1940,2300,1.6119538944028298,1.9110793593435609,63.0,1292.0,325.061320754717,452.9530370655824,205166.45378693487,0,0,0,0,0,0,0,0,1.1855670103092784,325.061320754717,541.6288659793814,142.3913043478261,1940,0,0,0,0,0,0,97,52538,115,16375,0,0,97,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:51633-8.8.8.8:53-17,192.168.1.7,51633,8.8.8.8,53,17,22/04/2026 00:03:00,53,19261.36016845703,1,1,70,102,70.0,70.0,70.0,0.0,102.0,102.0,102.0,0.0,8929.795118086844,103.8348269544982,19261.36016845703,0.0,19261.36016845703,19261.36016845703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,51.9174134772491,51.9174134772491,70.0,102.0,86.0,16.0,256.0,0,0,0,0,0,0,0,0,1.0,86.0,70.0,102.0,20,0,0,0,0,0,0,1,70,1,102,0,0,1,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:51547-8.8.8.8:53-17,192.168.1.7,51547,8.8.8.8,53,17,22/04/2026 00:03:00,53,18196.821212768555,1,1,70,146,70.0,70.0,70.0,0.0,146.0,146.0,146.0,0.0,11870.205102000707,109.90930650000655,18196.821212768555,0.0,18196.821212768555,18196.821212768555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,54.954653250003275,54.954653250003275,70.0,146.0,108.0,38.0,1444.0,0,0,0,0,0,0,0,0,1.0,108.0,70.0,146.0,20,0,0,0,0,0,0,1,70,1,146,0,0,1,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:64286-8.8.8.8:443-17,192.168.1.7,64286,8.8.8.8,443,17,22/04/2026 00:03:00,443,126348.73390197754,13,14,5301,8033,1292.0,73.0,407.7692307692308,489.0386415196741,1292.0,64.0,573.7857142857143,521.5303276445784,105533.30918491542,213.69426638613442,4859.566688537598,14570.020916656533,72188.8542175293,251.77001953125,106735.2294921875,8894.602457682291,20221.865511661705,72188.8542175293,253.43894958496094,47416.68701171875,3647.437462439904,7836.329375534123,23529.529571533203,252.24685668945312,0,0,0,0,260,280,102.88983196369435,110.80443442244007,64.0,1292.0,493.85185185185185,512.8989290157073,263065.3113854595,0,0,0,0,0,0,0,0,1.0769230769230769,493.85185185185185,407.7692307692308,573.7857142857143,260,0,0,0,0,0,0,13,5301,14,8033,0,0,13,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:60398-216.239.32.223:443-17,192.168.1.7,60398,216.239.32.223,443,17,22/04/2026 00:03:00,443,198523.28300476074,9,12,4602,4672,1292.0,73.0,511.3333333333333,553.9342118980477,1292.0,66.0,389.3333333333333,461.0056639806308,46714.92360811705,105.78104332224046,9926.164150238037,21128.22077409162,73937.65449523926,250.81634521484375,146649.83749389648,18331.22968673706,27019.11932341951,74699.16343688965,255.82313537597656,149239.30168151855,13567.209243774414,24524.027860397495,74203.0143737793,250.81634521484375,0,0,0,0,180,240,45.33473285238877,60.446310469851696,66.0,1292.0,441.6190476190476,506.549905987787,256592.80725623583,0,0,0,0,0,0,0,0,1.3333333333333333,441.6190476190476,511.3333333333333,389.3333333333333,180,0,0,0,0,0,0,9,4602,12,4672,0,0,9,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:53530-8.8.8.8:53-17,192.168.1.7,53530,8.8.8.8,53,17,22/04/2026 00:03:04,53,23672.103881835938,1,1,70,146,70.0,70.0,70.0,0.0,146.0,146.0,146.0,0.0,9124.664249456127,84.48763193940859,23672.103881835938,0.0,23672.103881835938,23672.103881835938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,42.24381596970429,42.24381596970429,70.0,146.0,108.0,38.0,1444.0,0,0,0,0,0,0,0,0,1.0,108.0,70.0,146.0,20,0,0,0,0,0,0,1,70,1,146,0,0,1,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:55606-8.8.8.8:53-17,192.168.1.7,55606,8.8.8.8,53,17,22/04/2026 00:03:04,53,23927.21176147461,1,1,70,102,70.0,70.0,70.0,0.0,102.0,102.0,102.0,0.0,7188.468163972977,83.58683911596485,23927.21176147461,0.0,23927.21176147461,23927.21176147461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,41.793419557982425,41.793419557982425,70.0,102.0,86.0,16.0,256.0,0,0,0,0,0,0,0,0,1.0,86.0,70.0,102.0,20,0,0,0,0,0,0,1,70,1,102,0,0,1,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:54184-8.8.8.8:443-17,192.168.1.7,54184,8.8.8.8,443,17,22/04/2026 00:03:04,443,3033291.3398742676,24,28,5444,8840,1292.0,72.0,226.83333333333334,330.547231454481,1292.0,64.0,315.7142857142857,376.0347492626994,4709.076181449845,17.143094471814052,59476.30078184838,360233.9769988475,2602436.7809295654,263.45252990722656,3016034.6031188965,131131.93926603897,532057.9951194823,2622360.4679107666,268.4593200683594,3017235.279083252,111749.45478086118,493301.6259141337,2621195.7931518555,263.45252990722656,0,0,0,0,480,560,7.912197448529563,9.23089702328449,64.0,1292.0,274.6923076923077,358.5125541446073,128531.25147928997,0,0,0,0,0,0,0,0,1.1666666666666667,274.6923076923077,226.83333333333334,315.7142857142857,480,0,0,0,0,0,0,24,5444,28,8840,0,0,24,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:60291-8.8.8.8:53-17,192.168.1.7,60291,8.8.8.8,53,17,22/04/2026 00:03:04,53,23606.300354003906,1,1,75,132,75.0,75.0,75.0,0.0,132.0,132.0,132.0,0.0,8768.845473275967,84.72314466933301,23606.300354003906,0.0,23606.300354003906,23606.300354003906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,42.361572334666505,42.361572334666505,75.0,132.0,103.5,28.5,812.25,0,0,0,0,0,0,0,0,1.0,103.5,75.0,132.0,20,0,0,0,0,0,0,1,75,1,132,0,0,1,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:49338-8.8.8.8:53-17,192.168.1.7,49338,8.8.8.8,53,17,22/04/2026 00:03:04,53,22628.068923950195,1,1,75,91,75.0,75.0,75.0,0.0,91.0,91.0,91.0,0.0,7336.021494273462,88.38580113582485,22628.068923950195,0.0,22628.068923950195,22628.068923950195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,44.192900567912424,44.192900567912424,75.0,91.0,83.0,8.0,64.0,0,0,0,0,0,0,0,0,1.0,83.0,75.0,91.0,20,0,0,0,0,0,0,1,75,1,91,0,0,1,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
142.251.223.142:443-192.168.1.7:51650-17,192.168.1.7,51650,142.251.223.142,443,17,22/04/2026 00:03:07,443,455435.99128723145,14,14,8256,7474,1292.0,73.0,589.7142857142857,577.182990118067,1292.0,64.0,533.8571428571429,501.3397560740702,34538.33315970741,61.479550443217256,16867.99967730487,67293.18025074546,357846.9753265381,261.06834411621094,455435.99128723145,35033.53779132549,93981.58844838807,358478.5461425781,265.1214599609375,402531.1470031738,30963.934384859524,94624.76401469106,358130.21659851074,261.06834411621094,0,0,0,0,280,280,30.739775221608628,30.739775221608628,64.0,1292.0,561.7857142857143,541.3140333051243,293020.88265306124,0,0,0,0,0,0,0,0,1.0,561.7857142857143,589.7142857142857,533.8571428571429,280,0,0,0,0,0,0,14,8256,14,7474,0,0,14,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:51350-23.215.215.3:443-6,192.168.1.7,51350,23.215.215.3,443,6,22/04/2026 00:05:07,443,53753.61442565918,12,16,1238,6623,259.0,54.0,103.16666666666667,66.4164052692472,1304.0,54.0,413.9375,492.0742409370257,146241.328773746,520.8952048931292,1990.8746083577475,3092.9925998167637,9377.95639038086,222.68295288085938,53753.61442565918,4886.692220514471,4229.458987676426,11031.627655029297,224.82872009277344,45139.07432556152,3009.2716217041016,3864.545825920814,10050.296783447266,256.0615539550781,0,0,0,0,240,320,223.24080209705534,297.6544027960738,54.0,1304.0,280.75,404.85355597513814,163906.40178571432,2,2,1,14,27,0,0,0,1.3333333333333333,280.75,103.16666666666667,413.9375,240,0,0,0,0,0,0,12,1238,16,6623,0,501,8,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
142.250.182.227:443-192.168.1.7:65479-17,192.168.1.7,65479,142.250.182.227,443,17,22/04/2026 00:03:04,443,25252178.43055725,11,15,4050,5317,1292.0,73.0,368.1818181818182,468.65005711410925,1292.0,64.0,354.46666666666664,442.6548492398514,370.93829452215283,1.0296141408749837,1010087.1372222899,4897673.238887976,25003571.74873352,276.0887145996094,25208353.757858276,2520835.3757858276,7499393.715044602,25018934.24987793,276.0887145996094,25235464.572906494,1802533.1837790352,6440165.530369506,25022740.602493286,279.1881561279297,0,0,0,0,220,300,0.43560598267787776,0.5940081581971061,64.0,1292.0,360.2692307692308,453.8851564075439,206011.73520710057,0,0,0,0,0,0,0,0,1.3636363636363635,360.2692307692308,368.1818181818182,354.46666666666664,220,0,0,0,0,0,0,11,4050,15,5317,0,0,11,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
142.250.156.94:443-192.168.1.7:49908-17,192.168.1.7,49908,142.250.156.94,443,17,22/04/2026 00:03:04,443,25643432.6171875,13,14,5006,5291,1292.0,73.0,385.0769230769231,498.22260417770036,1292.0,63.0,377.92857142857144,455.4842735697773,401.5453061107911,1.0529011619880897,986285.8698918269,4549352.79705529,23722765.44570923,259.3994140625,25395190.715789795,2116265.892982483,6516876.46109413,23722765.44570923,259.3994140625,25398241.04309082,1953710.8494685248,6377139.762825791,24037274.12223816,302.5531768798828,0,0,0,0,260,280,0.5069524113275987,0.545948750660491,63.0,1292.0,381.3703703703704,476.5540774683547,227103.78875171463,0,0,0,0,0,0,0,0,1.0769230769230769,381.3703703703704,385.0769230769231,377.92857142857144,260,0,0,0,0,0,0,13,5006,14,5291,0,0,13,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
